BATHRM,HF_BATHRM,HEAT,AC,EYB,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,WARD,SALEYEAR,PRICE
4,1,Ht Pump,1,2017,3 Story,Row Inside,Superior,Excellent,Brick Veneer,Comp Shingle,Hardwood,1.0,1,2396,Ward 3,2014,1767985.0
2,0,Forced Air,1,1964,2 Story,Single,Average,Average,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,4183,Ward 7,2018,335000.0
3,1,Warm Cool,1,1976,2 Story,Single,Very Good,Very Good,Common Brick,Built Up,Hardwood,1.0,2,4347,Ward 3,2015,1516000.0
2,0,Hot Water Rad,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1400,Ward 5,2018,1016000.0
1,0,Hot Water Rad,0,1975,2 Story,Row Inside,Excellent,Good,Common Brick,Built Up,Hardwood,1.0,1,813,Ward 2,2010,710000.0
2,1,Forced Air,1,1984,2 Story,Semi-Detached,Above Average,Very Good,Common Brick,Built Up,Hardwood,1.0,1,2090,Ward 2,2012,1065000.0
3,1,Forced Air,1,2017,3 Story,Town End,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,1867,Ward 5,2017,625000.0
4,2,Forced Air,1,1982,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Wood Floor,1.0,0,1770,Ward 6,2018,1775000.0
2,0,Forced Air,1,1983,1 Story,Single,Average,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,7511,Ward 4,2013,425000.0
4,1,Warm Cool,1,1963,2 Story,Single,Very Good,Average,Vinyl Siding,Slate,Hardwood,1.0,2,7475,Ward 3,2010,1400000.0
2,0,Forced Air,1,1967,2 Story,Single,Above Average,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,4250,Ward 5,2010,467000.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1600,Ward 7,2018,376500.0
1,1,Forced Air,1,1961,2 Story,Semi-Detached,Average,Fair,Common Brick,Built Up,Hardwood/Carp,1.0,0,4532,Ward 5,2014,252500.0
3,1,Hot Water Rad,1,1960,2 Story,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1.0,1,2723,Ward 3,2012,825000.0
4,0,Hot Water Rad,0,1954,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,3384,Ward 5,2016,550000.0
2,2,Hot Water Rad,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1260,Ward 1,2015,705000.0
3,1,Ht Pump,1,1986,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,2.0,1,1575,Ward 5,2011,650000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,900,Ward 6,2010,582500.0
3,0,Forced Air,1,1957,2 Story,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1.0,1,5400,Ward 4,2010,750000.0
3,1,Forced Air,1,1967,2.5 Story Fin,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,3840,Ward 4,2015,600000.0
1,1,Warm Cool,1,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,1120,Ward 6,2017,749900.0
2,0,Forced Air,1,1967,2 Story,Multi,Above Average,Good,Brick/Stucco,Metal- Sms,Carpet,2.0,0,1601,Ward 7,2015,224500.0
4,0,Hot Water Rad,0,1964,2 Story,Multi,Average,Good,Brick/Siding,Built Up,Hardwood/Carp,4.0,0,4158,Ward 7,2018,525000.0
2,0,Warm Cool,1,1969,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,939,Ward 2,2015,940000.0
3,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,805,Ward 6,2014,772000.0
2,1,Forced Air,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2981,Ward 8,2016,341000.0
3,0,Warm Cool,1,1983,2 Story,Row Inside,Superior,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,987,Ward 2,2011,1015000.0
1,1,Warm Cool,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1365,Ward 6,2010,440000.0
1,0,Forced Air,0,1964,2 Story,Row Inside,Average,Average,Vinyl Siding,Built Up,Hardwood,1.0,0,1481,Ward 5,2017,545000.0
2,1,Hot Water Rad,0,1967,2 Story,Row Inside,Above Average,Good,Brick Veneer,Metal- Sms,Hardwood/Carp,1.0,1,1280,Ward 6,2016,660035.0
2,1,Forced Air,1,2013,3 Story,Row Inside,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,688,Ward 7,2017,245000.0
2,1,Forced Air,1,2017,2 Story,Semi-Detached,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,2513,Ward 7,2017,480000.0
3,1,Warm Cool,1,1991,2 Story,Row Inside,Excellent,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,3,1951,Ward 3,2016,1200000.0
2,1,Hot Water Rad,0,1950,3 Story,Semi-Detached,Good Quality,Average,Common Brick,Built Up,Hardwood,1.0,1,4778,Ward 3,2012,761000.0
3,0,Hot Water Rad,0,1954,2 Story,Single,Average,Average,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,8371,Ward 5,2016,480000.0
1,0,Forced Air,0,1947,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,2372,Ward 7,2018,215000.0
2,1,Hot Water Rad,0,1967,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1700,Ward 4,2013,600000.0
2,2,Hot Water Rad,1,1980,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1934,Ward 4,2014,649000.0
1,1,Hot Water Rad,0,1954,1 Story,Single,Average,Average,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,4400,Ward 5,2017,325000.0
1,2,Warm Cool,1,2005,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,1980,Ward 8,2015,250000.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1889,Ward 1,2017,875000.0
3,0,Hot Water Rad,1,1969,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Pre,Hardwood,2.0,0,2516,Ward 3,2012,760000.0
2,0,Hot Water Rad,0,1943,2 Story,Single,Average,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,2426,Ward 4,2016,825000.0
2,1,Warm Cool,1,1976,3 Story,Row End,Superior,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,2237,Ward 2,2018,1665000.0
2,0,Hot Water Rad,1,1975,Split Level,Single,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,4163,Ward 4,2012,261000.0
2,2,Warm Cool,1,1963,2.5 Story Fin,Single,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,3700,Ward 3,2015,988000.0
4,1,Warm Cool,1,1978,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,7087,Ward 4,2017,1186560.0
2,1,Forced Air,1,2010,2 Story,Semi-Detached,Above Average,Good,Vinyl Siding,Comp Shingle,Carpet,1.0,0,3600,Ward 4,2016,620000.0
3,1,Hot Water Rad,1,1963,2.5 Story Fin,Row End,Very Good,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,2890,Ward 3,2012,790000.0
3,1,Warm Cool,1,1978,2.5 Story Fin,Single,Excellent,Good,Common Brick,Slate,Hardwood,1.0,1,5129,Ward 3,2014,1620000.0
1,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1100,Ward 8,2010,185000.0
3,1,Forced Air,1,2015,3 Story,Row Inside,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1.0,0,856,Ward 5,2013,669074.0
3,1,Forced Air,1,2014,3 Story,Row Inside,Very Good,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1.0,0,656,Ward 6,2011,752945.0
2,0,Warm Cool,1,1969,3 Story,Row Inside,Good Quality,Good,Brick/Stone,Built Up,Hardwood,1.0,1,421,Ward 1,2013,650000.0
3,1,Forced Air,1,1982,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Neopren,Wood Floor,1.0,0,1020,Ward 6,2015,940100.0
3,1,Forced Air,1,1964,2 Story,Row End,Average,Good,Stucco,Metal- Sms,Wood Floor,2.0,1,1685,Ward 6,2013,860000.0
3,1,Warm Cool,1,1995,2 Story,Row Inside,Very Good,Good,Common Brick,Comp Shingle,Carpet,1.0,2,2429,Ward 2,2012,1260000.0
3,1,Ht Pump,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Neopren,Hardwood/Carp,2.0,0,1805,Ward 6,2010,719000.0
2,1,Warm Cool,1,1981,Bi-Level,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,5045,Ward 7,2013,370500.0
3,1,Forced Air,1,2014,3 Story,Row Inside,Excellent,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,748,Ward 6,2012,892560.0
4,0,Forced Air,1,1969,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,3.0,2,1160,Ward 6,2017,1131000.0
3,1,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,1043,Ward 4,2011,350000.0
3,1,Forced Air,1,2013,3 Story,Town Inside,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1.0,0,824,Ward 5,2011,576215.0
2,1,Warm Cool,1,1983,2 Story,Semi-Detached,Superior,Good,Common Brick,Built Up,Hardwood,1.0,1,1234,Ward 2,2018,1445000.0
2,1,Forced Air,1,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1.0,2,1610,Ward 5,2014,716400.0
3,1,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Very Good,Common Brick,Built Up,Hardwood,1.0,1,2500,Ward 5,2018,665000.0
1,1,Warm Cool,1,1961,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1799,Ward 5,2013,250000.0
2,1,Hot Water Rad,1,1983,3 Story,Row Inside,Superior,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1404,Ward 2,2012,1400000.0
1,0,Forced Air,0,1957,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,1,1542,Ward 5,2017,525000.0
2,0,Warm Cool,1,1963,1 Story,Single,Very Good,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,2904,Ward 3,2017,670000.0
3,1,Warm Cool,1,1967,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,2.0,1,1424,Ward 2,2015,1440000.0
4,0,Hot Water Rad,1,1964,3 Story,Multi,Average,Good,Common Brick,Metal- Sms,Wood Floor,2.0,0,1536,Ward 1,2016,537000.0
3,2,Warm Cool,1,1972,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2.0,6,1534,Ward 2,2011,1350000.0
3,1,Hot Water Rad,0,1943,2 Story,Row Inside,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,1530,Ward 4,2016,375000.0
2,0,Warm Cool,1,1964,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,5880,Ward 5,2013,454000.0
1,1,Forced Air,1,1961,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1671,Ward 7,2013,180000.0
4,0,Hot Water Rad,0,1954,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,4.0,0,2854,Ward 5,2015,379999.0
2,0,Hot Water Rad,0,1967,2.5 Story Fin,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1501,Ward 1,2012,530000.0
3,1,Hot Water Rad,1,1972,2.5 Story Fin,Single,Very Good,Average,Wood Siding,Comp Shingle,Wood Floor,1.0,6,6588,Ward 1,2011,1205000.0
1,1,Warm Cool,1,1969,1 Story,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1.0,2,3870,Ward 3,2011,690000.0
4,1,Forced Air,1,2013,2 Story,Single,Very Good,Good,Wood Siding,Comp Shingle,Lt Concrete,1.0,0,7500,Ward 5,2010,669000.0
1,1,Forced Air,1,1957,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,4018,Ward 5,2013,335000.0
3,1,Forced Air,1,1984,2 Story,Row Inside,Above Average,Excellent,Common Brick,Metal- Sms,Hardwood,2.0,1,1517,Ward 6,2018,1300000.0
3,1,Forced Air,1,2015,3 Story,Row Inside,Good Quality,Very Good,Stone,Built Up,Hardwood/Carp,1.0,0,805,Ward 5,2016,793000.0
2,1,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1393,Ward 4,2016,478500.0
5,0,Forced Air,0,1965,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,5026,Ward 7,2017,470000.0
2,1,Forced Air,1,2011,3 Story,Row Inside,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,1735,Ward 8,2010,269900.0
2,1,Forced Air,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,2,1800,Ward 1,2013,1125000.0
2,1,Warm Cool,1,1969,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood,1.0,1,2430,Ward 3,2016,700000.0
1,0,Hot Water Rad,0,1943,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1600,Ward 5,2017,440000.0
1,0,Forced Air,1,1966,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1200,Ward 7,2015,165000.0
3,2,Warm Cool,1,1998,3 Story,Row End,Exceptional-A,Good,Common Brick,Built Up,Hardwood,1.0,3,1840,Ward 2,2011,1795000.0
7,2,Forced Air,1,1972,3 Story,Row End,Very Good,Good,Common Brick,Built Up,Hardwood,3.0,2,1765,Ward 5,2016,1458000.0
2,2,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1800,Ward 4,2017,715000.0
2,1,Warm Cool,1,1988,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,1,2794,Ward 8,2018,275000.0
3,0,Warm Cool,1,1972,1.5 Story Fin,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,1,4100,Ward 4,2016,900000.0
2,0,Forced Air,1,1964,2 Story,Row End,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2995,Ward 7,2018,380000.0
4,0,Forced Air,1,1964,2 Story,Multi,Average,Good,Common Brick,Metal- Sms,Hardwood,4.0,0,2528,Ward 5,2017,647000.0
3,1,Hot Water Rad,1,1984,2 Story,Semi-Detached,Above Average,Good,Common Brick,Metal- Sms,Wood Floor,1.0,0,1375,Ward 1,2014,680000.0
2,0,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1274,Ward 5,2017,635000.0
3,1,Warm Cool,1,1970,2 Story,Single,Excellent,Average,Common Brick,Slate,Hardwood,1.0,2,8225,Ward 3,2014,1228800.0
1,0,Hot Water Rad,0,1957,2 Story,Semi-Detached,Above Average,Fair,Common Brick,Built Up,Hardwood/Carp,1.0,0,1311,Ward 1,2018,730000.0
2,2,Warm Cool,1,1973,2.5 Story Fin,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1.0,1,6773,Ward 4,2017,869000.0
1,0,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1600,Ward 4,2018,725000.0
2,0,Hot Water Rad,0,1957,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,2117,Ward 6,2015,850000.0
1,0,Hot Water Rad,0,1957,1.5 Story Fin,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,3950,Ward 4,2016,525000.0
2,0,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Wood Floor,1.0,0,481,Ward 6,2015,560000.0
2,1,Warm Cool,1,1986,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,4780,Ward 3,2016,1050000.0
2,0,Forced Air,1,1980,1 Story,Single,Average,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,0,4313,Ward 7,2014,248000.0
1,1,Hot Water Rad,0,1943,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,2493,Ward 4,2010,268750.0
4,0,Hot Water Rad,1,1969,2 Story,Multi,Good Quality,Very Good,Wood Siding,Comp Shingle,Hardwood,4.0,0,3591,Ward 3,2015,1600000.0
2,1,Warm Cool,1,1974,2 Story,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1.0,2,2538,Ward 4,2010,757000.0
2,1,Hot Water Rad,0,1969,3 Story,Single,Good Quality,Good,Shingle,Slate,Hardwood,1.0,1,5574,Ward 4,2013,740000.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1238,Ward 6,2015,870000.0
1,1,Forced Air,1,1974,2 Story,Semi-Detached,Average,Good,Brick/Siding,Built Up,Hardwood,1.0,0,1924,Ward 7,2010,180000.0
3,0,Warm Cool,1,1969,2.5 Story Fin,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,2000,Ward 3,2017,1350000.0
1,1,Forced Air,1,1965,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2150,Ward 7,2015,175000.0
3,0,Hot Water Rad,1,1982,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1.0,0,634,Ward 1,2015,819000.0
2,1,Forced Air,1,1986,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1378,Ward 1,2012,758000.0
2,0,Warm Cool,1,1968,1 Story,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,5006,Ward 7,2017,365000.0
3,1,Forced Air,1,1982,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Neopren,Hardwood,2.0,1,2149,Ward 6,2014,1200000.0
3,1,Warm Cool,1,2013,2 Story,Row Inside,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,2174,Ward 8,2011,264500.0
2,0,Hot Water Rad,0,1957,3 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2.0,0,1596,Ward 6,2017,1122000.0
2,0,Forced Air,1,1968,2 Story,Semi-Detached,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,2500,Ward 8,2017,340000.0
3,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,2466,Ward 4,2017,675000.0
1,1,Warm Cool,1,1966,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,956,Ward 8,2018,327500.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1350,Ward 4,2017,785000.0
2,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1224,Ward 5,2017,635000.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,1,2223,Ward 5,2016,907000.0
2,0,Warm Cool,1,1972,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,8365,Ward 3,2013,930000.0
4,1,Forced Air,1,1984,1 Story,Single,Above Average,Very Good,Hardboard,Comp Shingle,Hardwood,1.0,0,4730,Ward 5,2018,890000.0
2,0,Forced Air,1,1987,2 Story,Row Inside,Very Good,Very Good,Common Brick,Slate,Hardwood,1.0,0,1200,Ward 3,2015,745000.0
2,2,Forced Air,1,2012,2 Story,Row End,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,1,3565,Ward 5,2015,520000.0
2,0,Hot Water Rad,0,1972,2 Story,Multi,Average,Average,Common Brick,Metal- Sms,Hardwood,2.0,0,2372,Ward 6,2014,635000.0
2,0,Warm Cool,1,1967,2 Story,Row End,Above Average,Very Good,Common Brick,Built Up,Parquet,2.0,0,973,Ward 6,2015,737000.0
2,1,Hot Water Rad,1,1961,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,2367,Ward 4,2012,320000.0
2,1,Forced Air,1,1971,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1067,Ward 6,2016,550000.0
1,0,Air-Oil,0,1956,2 Story,Single,Average,Average,Common Brick,Comp Shingle,Wood Floor,1.0,1,4000,Ward 7,2013,196000.0
2,0,Hot Water Rad,0,1954,2 Story,Row End,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,2140,Ward 1,2014,517000.0
3,1,Forced Air,1,2013,3 Story,Row Inside,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1.0,1,776,Ward 5,2011,557985.0
3,1,Forced Air,1,1978,2 Story,Row End,Average,Very Good,Common Brick,Metal- Sms,Hardwood,4.0,0,1671,Ward 4,2015,569900.0
4,1,Warm Cool,1,2000,2 Story,Single,Very Good,Good,Wood Siding,Metal- Sms,Hardwood,1.0,4,11836,Ward 4,2013,1455000.0
3,1,Ht Pump,1,1982,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,2,1308,Ward 6,2011,1076000.0
4,1,Warm Cool,1,1988,3 Story,Row End,Exceptional-A,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,2145,Ward 2,2013,1875000.0
4,1,Hot Water Rad,0,1964,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,4.0,0,4800,Ward 8,2017,400000.0
2,1,Forced Air,1,1968,2 Story,Semi-Detached,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,2526,Ward 5,2016,552000.0
2,0,Hot Water Rad,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,0,1970,Ward 4,2014,681000.0
3,1,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,2,3010,Ward 4,2014,629000.0
1,1,Wall Furnace,0,1957,2 Story,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,5528,Ward 7,2018,350000.0
2,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2.0,0,1247,Ward 5,2013,680000.0
2,1,Forced Air,1,2017,2 Story,Semi-Detached,Above Average,Good,Brick/Siding,Composition Ro,Hardwood/Carp,1.0,0,2500,Ward 7,2012,7500.0
2,1,Forced Air,1,1964,2 Story,Row End,Average,Good,Common Brick,Built Up,Hardwood,2.0,0,1198,Ward 1,2015,810000.0
3,0,Ht Pump,0,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,2.0,0,2225,Ward 4,2017,652500.0
2,1,Forced Air,1,1969,2.5 Story Fin,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2.0,0,1581,Ward 5,2015,835000.0
1,1,Hot Water Rad,0,1943,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1800,Ward 4,2017,445000.0
3,1,Warm Cool,1,1984,2 Story,Row Inside,Above Average,Excellent,Common Brick,Metal- Sms,Hardwood,1.0,0,1764,Ward 6,2017,990000.0
2,0,Forced Air,1,1969,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood,1.0,2,1400,Ward 6,2013,695000.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,1425,Ward 5,2015,540000.0
1,0,Forced Air,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood/Carp,1.0,0,1608,Ward 6,2011,405000.0
3,0,Warm Cool,1,1969,2.5 Story Fin,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1752,Ward 3,2017,1050000.0
3,1,Forced Air,1,1978,2 Story,Row End,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,2650,Ward 5,2015,725000.0
1,1,Forced Air,1,1959,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,2004,Ward 5,2018,549900.0
2,1,Warm Cool,1,1984,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1145,Ward 6,2014,1085000.0
3,2,Warm Cool,1,1997,2 Story,Single,Excellent,Good,Face Brick,Shake,Hardwood,1.0,2,7560,Ward 3,2013,1650000.0
2,0,Warm Cool,1,1974,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,992,Ward 6,2017,762500.0
3,0,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,1662,Ward 4,2013,440000.0
1,1,Forced Air,0,1960,2.5 Story Fin,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,6254,Ward 7,2018,413000.0
2,0,Forced Air,1,1954,2 Story,Row Inside,Average,Average,Brick/Stone,Built Up,Hardwood,1.0,0,1890,Ward 8,2016,258000.0
4,1,Hot Water Rad,1,1988,4 Story,Row Inside,Exceptional-A,Good,Common Brick,Built Up,Hardwood,1.0,2,2416,Ward 2,2012,1657500.0
3,1,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1665,Ward 6,2011,435000.0
1,0,Forced Air,1,1965,2 Story,Semi-Detached,Average,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,0,1767,Ward 7,2016,276000.0
1,0,Forced Air,1,1964,2 Story,Single,Average,Good,Aluminum,Metal- Sms,Wood Floor,1.0,0,3750,Ward 5,2016,556350.0
2,1,Forced Air,1,1964,2 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood,2.0,0,4546,Ward 7,2017,352500.0
1,0,Forced Air,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1180,Ward 5,2013,330000.0
2,1,Forced Air,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2741,Ward 7,2010,239900.0
4,0,Hot Water Rad,0,1960,2.5 Story Fin,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1900,Ward 4,2014,500000.0
2,0,Warm Cool,1,1964,2 Story,Row Inside,Average,Good,Wood Siding,Built Up,Hardwood,2.0,1,1452,Ward 6,2012,670000.0
3,1,Forced Air,1,1972,2 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Wood Floor,2.0,1,986,Ward 6,2015,1164000.0
3,1,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1611,Ward 6,2016,755000.0
